ID	Prefab路径	默认阵营	类型	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	标签	客户端脚本	ItemJSON名称	ItemPrefab路径	雷达提示类型	Name
50004013	ART/Equip/MonEquip/MonEquip_Axe_01/MonEquip_Axe_01	0	9	MonEquip_Axe_01			1			undead_equip01		Default_MonsterWeapon	ART/Equip/MonEquip/MonEquip_Shield_02/MonEquip_Axe_01		GadgetData_Equip_Name_50004013
50004014	ART/Equip/MonEquip/MonEquip_Wand_Wind_01/MonEquip_Wand_Wind_01	0	9	MonEquip_Wand_Wind_01			1			undead_equip01		Default_MonsterWeapon	ART/Equip/MonEquip/MonEquip_Wand_Wind_01/MonEquip_Wand_Wind_01		GadgetData_Equip_Name_50004014
50004015	ART/Equip/MonEquip/MonEquip_Torch_01/MonEquip_Torch_01	0	9	MonEquip_Torch_01			1			undead_equip01		Default_MonsterWeapon	ART/Equip/MonEquip/MonEquip_Torch_01/MonEquip_Torch_01		GadgetData_Equip_Name_50004015
50004016	ART/Equip/MonEquip/MonEquip_WoodenClub_01/MonEquip_WoodenClub_01	0	9	MonEquip_WoodenClub_Grass_01			1			undead_equip01		Default_MonsterWeapon	ART/Equip/MonEquip/MonEquip_WoodenClub_01/MonEquip_WoodenClub_01		GadgetData_Equip_Name_50004016
50004017	ART/Equip/MonEquip/MonEquip_Crossbow_Fire_01/MonEquip_Crossbow_Fire_01	0	9	MonEquip_Crossbow_Fire_01			1			undead_equip01		Default_MonsterWeapon	ART/Equip/MonEquip/MonEquip_Crossbow_Fire_01/MonEquip_Crossbow_Fire_01		GadgetData_Equip_Name_50004017
50004018	ART/Equip/MonEquip/MonEquip_Crossbow_Ice_01/MonEquip_Crossbow_Ice_01	0	9	MonEquip_Crossbow_Ice_01			1			undead_equip01		Default_MonsterWeapon	ART/Equip/MonEquip/MonEquip_Crossbow_Ice_01/MonEquip_Crossbow_Ice_01		GadgetData_Equip_Name_50004018
50004019	ART/Equip/MonEquip/MonEquip_Crossbow_Thunder_01/MonEquip_Crossbow_Thunder_01	0	9	MonEquip_Crossbow_Thunder_01			1			undead_equip01		Default_MonsterWeapon	ART/Equip/MonEquip/MonEquip_Crossbow_Thunder_01/MonEquip_Crossbow_Thunder_01		GadgetData_Equip_Name_50004019
50004020	ART/Equip/MonEquip/MonEquip_Torch_02/MonEquip_Torch_02	0	9	MonEquip_Torch_02			1			undead_equip01		Default_MonsterWeapon	ART/Equip/MonEquip/MonEquip_Torch_02/MonEquip_Torch_02		GadgetData_Equip_Name_50004020
50010007	ART/Equip/AvatarEquip/Equip_Sword_Wooden/Equip_Sword_Wooden	0	8	Weapon_Sword_Wood_Normal		1	1			item		Default_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Wooden/Equip_Sword_Wooden		GadgetData_Equip_Name_50010007
50011101	ART/Equip/AvatarEquip/Equip_Sword_Blunt/Equip_Sword_Blunt	0	8	Weapon_Sword_Metal		1	1			item		Lv1_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Blunt/Equip_Sword_Blunt		GadgetData_Equip_Name_50011101
50011201	ART/Equip/AvatarEquip/Equip_Sword_Silver/Equip_Sword_Silver	0	8	Weapon_Sword_Metal		1	1			item		Lv2_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Silver/Equip_Sword_Silver		GadgetData_Equip_Name_50011201
50011301	ART/Equip/AvatarEquip/Equip_Sword_Steel/Equip_Sword_Steel	0	8	Weapon_Sword_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Steel/Equip_Sword_Steel		GadgetData_Equip_Name_50011301
50011302	ART/Equip/AvatarEquip/Equip_Sword_Dawn/Equip_Sword_Dawn	0	8	Weapon_Sword_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Dawn/Equip_Sword_Dawn		GadgetData_Equip_Name_50011302
50011303	ART/Equip/AvatarEquip/Equip_Sword_Traveler/Equip_Sword_Traveler	0	8	Weapon_Sword_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Traveler/Equip_Sword_Traveler		GadgetData_Equip_Name_50011303
50011304	ART/Equip/AvatarEquip/Equip_Sword_Darker/Equip_Sword_Darker	0	8	Weapon_Sword_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Darker/Equip_Sword_Darker		GadgetData_Equip_Name_50011304
50011305	ART/Equip/AvatarEquip/Equip_Sword_Sashimi/Equip_Sword_Sashimi	0	8	Weapon_Sword_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Sashimi/Equip_Sword_Sashimi		GadgetData_Equip_Name_50011305
50011306	ART/Equip/AvatarEquip/Equip_Sword_Mitsurugi/Equip_Sword_Mitsurugi	0	8	Weapon_Sword_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Mitsurugi/Equip_Sword_Mitsurugi		GadgetData_Equip_Name_50011306
50011401	ART/Equip/AvatarEquip/Equip_Sword_Zephyrus/Equip_Sword_Zephyrus	0	8	Weapon_Sword_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Zephyrus/Equip_Sword_Zephyrus		GadgetData_Equip_Name_50011401
50011402	ART/Equip/AvatarEquip/Equip_Sword_Troupe/Equip_Sword_Troupe	0	8	Weapon_Sword_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Troupe/Equip_Sword_Troupe		GadgetData_Equip_Name_50011402
50011403	ART/Equip/AvatarEquip/Equip_Sword_Fossil/Equip_Sword_Fossil	0	8	Weapon_Sword_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Fossil/Equip_Sword_Fossil		GadgetData_Equip_Name_50011403
50011404	ART/Equip/AvatarEquip/Equip_Sword_Theocrat/Equip_Sword_Theocrat	0	8	Weapon_Sword_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Theocrat/Equip_Sword_Theocrat		GadgetData_Equip_Name_50011404
50011405	ART/Equip/AvatarEquip/Equip_Sword_Rockkiller/Equip_Sword_Rockkiller	0	8	Weapon_Sword_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Rockkiller/Equip_Sword_Rockkiller		GadgetData_Equip_Name_50011405
50011406	ART/Equip/AvatarEquip/Equip_Sword_Proto/Equip_Sword_Proto	0	8	Weapon_Sword_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Proto/Equip_Sword_Proto		GadgetData_Equip_Name_50011406
50011407	ART/Equip/AvatarEquip/Equip_Sword_Exotic/Equip_Sword_Exotic	0	8	Weapon_Sword_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Exotic/Equip_Sword_Exotic		GadgetData_Equip_Name_50011407
50011408	ART/Equip/AvatarEquip/Equip_Sword_Blackrock/Equip_Sword_Blackrock	0	8	Weapon_Sword_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Blackrock/Equip_Sword_Blackrock		GadgetData_Equip_Name_50011408
50011501	ART/Equip/AvatarEquip/Equip_Sword_Falcon/Equip_Sword_Falcon	0	8	Weapon_Sword_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Falcon/Equip_Sword_Falcon		GadgetData_Equip_Name_50011501
50011502	ART/Equip/AvatarEquip/Equip_Sword_Dvalin/Equip_Sword_Dvalin	0	8	Weapon_Sword_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Dvalin/Equip_Sword_Dvalin		GadgetData_Equip_Name_50011502
50011503	ART/Equip/AvatarEquip/Equip_Sword_Boreas/Equip_Sword_Boreas	0	8	Weapon_Sword_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Boreas/Equip_Sword_Boreas		GadgetData_Equip_Name_50011503
50011504	ART/Equip/AvatarEquip/Equip_Sword_Widsith/Equip_Sword_Widsith	0	8	Weapon_Sword_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Widsith/Equip_Sword_Widsith		GadgetData_Equip_Name_50011504
50011505	ART/Equip/AvatarEquip/Equip_Sword_Kunwu/Equip_Sword_Kunwu	0	8	Weapon_Sword_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Kunwu/Equip_Sword_Kunwu		GadgetData_Equip_Name_50011505
50011506	ART/Equip/AvatarEquip/Equip_Sword_Morax/Equip_Sword_Morax	0	8	Weapon_Sword_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Morax/Equip_Sword_Morax		GadgetData_Equip_Name_50011506
50011507	ART/Equip/AvatarEquip/Equip_Sword_Transcend/Equip_Sword_Transcend	0	8	Weapon_Sword_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Sword_Transcend/Equip_Sword_Transcend		GadgetData_Equip_Name_50011507
50012101	ART/Equip/AvatarEquip/Equip_Claymore_Aniki/Equip_Claymore_Aniki	0	8	Weapon_Claymore_Metal		1	1			item		Lv1_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Aniki/Equip_Claymore_Aniki		GadgetData_Equip_Name_50012101
50012201	ART/Equip/AvatarEquip/Equip_Claymore_Oyaji/Equip_Claymore_Oyaji	0	8	Weapon_Claymore_Metal		1	1			item		Lv2_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Oyaji/Equip_Claymore_Oyaji		GadgetData_Equip_Name_50012201
50012301	ART/Equip/AvatarEquip/Equip_Claymore_Glaive/Equip_Claymore_Glaive	0	8	Weapon_Claymore_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Glaive/Equip_Claymore_Glaive		GadgetData_Equip_Name_50012301
50012302	ART/Equip/AvatarEquip/Equip_Claymore_Siegfry/Equip_Claymore_Siegfry	0	8	Weapon_Claymore_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Siegfry/Equip_Claymore_Siegfry		GadgetData_Equip_Name_50012302
50012303	ART/Equip/AvatarEquip/Equip_Claymore_Tin/Equip_Claymore_Tin	0	8	Weapon_Claymore_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Tin/Equip_Claymore_Tin		GadgetData_Equip_Name_50012303
50012304	ART/Equip/AvatarEquip/Equip_Claymore_Quartz/Equip_Claymore_Quartz	0	8	Weapon_Claymore_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Quartz/Equip_Claymore_Quartz		GadgetData_Equip_Name_50012304
50012305	ART/Equip/AvatarEquip/Equip_Claymore_Reasoning/Equip_Claymore_Reasoning	0	8	Weapon_Claymore_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Reasoning/Equip_Claymore_Reasoning		GadgetData_Equip_Name_50012305
50012306	ART/Equip/AvatarEquip/Equip_Claymore_Mitsurugi/Equip_Claymore_Mitsurugi	0	8	Weapon_Claymore_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Mitsurugi/Equip_Claymore_Mitsurugi		GadgetData_Equip_Name_50012306
50012401	ART/Equip/AvatarEquip/Equip_Claymore_Zephyrus/Equip_Claymore_Zephyrus	0	8	Weapon_Claymore_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Zephyrus/Equip_Claymore_Zephyrus		GadgetData_Equip_Name_50012401
50012402	ART/Equip/AvatarEquip/Equip_Claymore_Troupe/Equip_Claymore_Troupe	0	8	Weapon_Claymore_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Troupe/Equip_Claymore_Troupe		GadgetData_Equip_Name_50012402
50012403	ART/Equip/AvatarEquip/Equip_Claymore_Fossil/Equip_Claymore_Fossil	0	8	Weapon_Claymore_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Fossil/Equip_Claymore_Fossil		GadgetData_Equip_Name_50012403
50012404	ART/Equip/AvatarEquip/Equip_Claymore_Theocrat/Equip_Claymore_Theocrat	0	8	Weapon_Claymore_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Theocrat/Equip_Claymore_Theocrat		GadgetData_Equip_Name_50012404
50012405	ART/Equip/AvatarEquip/Equip_Claymore_Perdue/Equip_Claymore_Perdue	0	8	Weapon_Claymore_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Perdue/Equip_Claymore_Perdue		GadgetData_Equip_Name_50012405
50012406	ART/Equip/AvatarEquip/Equip_Claymore_Proto/Equip_Claymore_Proto	0	8	Weapon_Claymore_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Proto/Equip_Claymore_Proto		GadgetData_Equip_Name_50012406
50012407	ART/Equip/AvatarEquip/Equip_Claymore_Exotic/Equip_Claymore_Exotic	0	8	Weapon_Claymore_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Exotic/Equip_Claymore_Exotic		GadgetData_Equip_Name_50012407
50012408	ART/Equip/AvatarEquip/Equip_Claymore_Blackrock/Equip_Claymore_Blackrock	0	8	Weapon_Claymore_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Blackrock/Equip_Claymore_Blackrock		GadgetData_Equip_Name_50012408
50012501	ART/Equip/AvatarEquip/Equip_Claymore_Dvalin/Equip_Claymore_Dvalin	0	8	Weapon_Claymore_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Dvalin/Equip_Claymore_Dvalin		GadgetData_Equip_Name_50012501
50012502	ART/Equip/AvatarEquip/Equip_Claymore_Wolfmound/Equip_Claymore_Wolfmound	0	8	Weapon_Claymore_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Wolfmound/Equip_Claymore_Wolfmound		GadgetData_Equip_Name_50012502
50012503	ART/Equip/AvatarEquip/Equip_Claymore_Widsith/Equip_Claymore_Widsith	0	8	Weapon_Claymore_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Widsith/Equip_Claymore_Widsith		GadgetData_Equip_Name_50012503
50012504	ART/Equip/AvatarEquip/Equip_Claymore_Kunwu/Equip_Claymore_Kunwu	0	8	Weapon_Claymore_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Kunwu/Equip_Claymore_Kunwu		GadgetData_Equip_Name_50012504
50012505	ART/Equip/AvatarEquip/Equip_Claymore_Morax/Equip_Claymore_Morax	0	8	Weapon_Claymore_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Morax/Equip_Claymore_Morax		GadgetData_Equip_Name_50012505
50012506	ART/Equip/AvatarEquip/Equip_Claymore_Appease/Equip_Claymore_Appease	0	8	Weapon_Claymore_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Claymore_Appease/Equip_Claymore_Appease		GadgetData_Equip_Name_50012506
50013101	ART/Equip/AvatarEquip/Equip_Pole_Gewalt/Equip_Pole_Gewalt	0	8	Weapon_Pole_Metal		1	1			item		Lv1_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Gewalt/Equip_Pole_Gewalt		GadgetData_Equip_Name_50013101
50013201	ART/Equip/AvatarEquip/Equip_Pole_Rod/Equip_Pole_Rod	0	8	Weapon_Pole_Metal		1	1			item		Lv2_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Rod/Equip_Pole_Rod		GadgetData_Equip_Name_50013201
50013301	ART/Equip/AvatarEquip/Equip_Pole_Ruby/Equip_Pole_Ruby	0	8	Weapon_Pole_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Ruby/Equip_Pole_Ruby		GadgetData_Equip_Name_50013301
50013302	ART/Equip/AvatarEquip/Equip_Pole_Halberd/Equip_Pole_Halberd	0	8	Weapon_Pole_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Halberd/Equip_Pole_Halberd		GadgetData_Equip_Name_50013302
50013303	ART/Equip/AvatarEquip/Equip_Pole_Noire/Equip_Pole_Noire	0	8	Weapon_Pole_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Noire/Equip_Pole_Noire		GadgetData_Equip_Name_50013303
50013401	ART/Equip/AvatarEquip/Equip_Pole_Stardust/Equip_Pole_Stardust	0	8	Weapon_Pole_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Stardust/Equip_Pole_Stardust		GadgetData_Equip_Name_50013401
50013402	ART/Equip/AvatarEquip/Equip_Pole_Proto/Equip_Pole_Proto	0	8	Weapon_Pole_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Proto/Equip_Pole_Proto		GadgetData_Equip_Name_50013402
50013403	ART/Equip/AvatarEquip/Equip_Pole_Exotic/Equip_Pole_Exotic	0	8	Weapon_Pole_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Exotic/Equip_Pole_Exotic		GadgetData_Equip_Name_50013403
50013404	ART/Equip/AvatarEquip/Equip_Pole_Blackrock/Equip_Pole_Blackrock	0	8	Weapon_Pole_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Blackrock/Equip_Pole_Blackrock		GadgetData_Equip_Name_50013404
50013504	ART/Equip/AvatarEquip/Equip_Pole_Kunwu/Equip_Pole_Kunwu	0	8	Weapon_Pole_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Kunwu/Equip_Pole_Kunwu		GadgetData_Equip_Name_50013504
50013505	ART/Equip/AvatarEquip/Equip_Pole_Morax/Equip_Pole_Morax	0	8	Weapon_Pole_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Morax/Equip_Pole_Morax		GadgetData_Equip_Name_50013505
50013506	ART/Equip/AvatarEquip/Equip_Pole_Regicide/Equip_Pole_Regicide	0	8	Weapon_Pole_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Pole_Regicide/Equip_Pole_Regicide		GadgetData_Equip_Name_50013506
50014101	ART/Equip/AvatarEquip/Equip_Catalyst_Apprentice/Equip_Catalyst_Apprentice	0	8	Catalyst_Book		1	1			item		Lv1_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Apprentice/Equip_Catalyst_Apprentice		GadgetData_Equip_Name_50014101
50014201	ART/Equip/AvatarEquip/Equip_Catalyst_Pocket/Equip_Catalyst_Pocket	0	8	Catalyst_Book		1	1			item		Lv2_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Pocket/Equip_Catalyst_Pocket		GadgetData_Equip_Name_50014201
50014301	ART/Equip/AvatarEquip/Equip_Catalyst_Intro/Equip_Catalyst_Intro	0	8	Catalyst_Book		1	1			item		Lv3_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Intro/Equip_Catalyst_Intro		GadgetData_Equip_Name_50014301
50014302	ART/Equip/AvatarEquip/Equip_Catalyst_Pulpfic/Equip_Catalyst_Pulpfic	0	8	Catalyst_Book		1	1			item		Lv3_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Pulpfic/Equip_Catalyst_Pulpfic		GadgetData_Equip_Name_50014302
50014303	ART/Equip/AvatarEquip/Equip_Catalyst_Lightnov/Equip_Catalyst_Lightnov	0	8	Catalyst_Book		1	1			item		Lv3_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Lightnov/Equip_Catalyst_Lightnov		GadgetData_Equip_Name_50014303
50014304	ART/Equip/AvatarEquip/Equip_Catalyst_Jade/Equip_Catalyst_Jade	0	8	Catalyst_Ball		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Catalyst_Jade/Equip_Catalyst_Jade		GadgetData_Equip_Name_50014304
50014305	ART/Equip/AvatarEquip/Equip_Catalyst_Phoney/Equip_Catalyst_Phoney	0	8	Catalyst_Ball		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Catalyst_Phoney/Equip_Catalyst_Phoney		GadgetData_Equip_Name_50014305
50014306	ART/Equip/AvatarEquip/Equip_Catalyst_Amber/Equip_Catalyst_Amber	0	8	Catalyst_Ball		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Catalyst_Amber/Equip_Catalyst_Amber		GadgetData_Equip_Name_50014306
50014401	ART/Equip/AvatarEquip/Equip_Catalyst_Zephyrus/Equip_Catalyst_Zephyrus	0	8	Catalyst_Book		1	1			item		Lv4_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Zephyrus/Equip_Catalyst_Zephyrus		GadgetData_Equip_Name_50014401
50014402	ART/Equip/AvatarEquip/Equip_Catalyst_Troupe/Equip_Catalyst_Troupe	0	8	Catalyst_Book		1	1			item		Lv4_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Troupe/Equip_Catalyst_Troupe		GadgetData_Equip_Name_50014402
50014403	ART/Equip/AvatarEquip/Equip_Catalyst_Fossil/Equip_Catalyst_Fossil	0	8	Catalyst_Book		1	1			item		Lv4_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Fossil/Equip_Catalyst_Fossil		GadgetData_Equip_Name_50014403
50014404	ART/Equip/AvatarEquip/Equip_Catalyst_Theocrat/Equip_Catalyst_Theocrat	0	8	Catalyst_Book		1	1			item		Lv4_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Theocrat/Equip_Catalyst_Theocrat		GadgetData_Equip_Name_50014404
50014405	ART/Equip/AvatarEquip/Equip_Catalyst_Resurrection/Equip_Catalyst_Resurrection	0	8	Catalyst_Ball		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Catalyst_Resurrection/Equip_Catalyst_Resurrection		GadgetData_Equip_Name_50014405
50014406	ART/Equip/AvatarEquip/Equip_Catalyst_Proto/Equip_Catalyst_Proto	0	8	Catalyst_Ball		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Catalyst_Proto/Equip_Catalyst_Proto		GadgetData_Equip_Name_50014406
50014407	ART/Equip/AvatarEquip/Equip_Catalyst_Exotic/Equip_Catalyst_Exotic	0	8	Catalyst_Ball		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Catalyst_Exotic/Equip_Catalyst_Exotic		GadgetData_Equip_Name_50014407
50014408	ART/Equip/AvatarEquip/Equip_Catalyst_Jet/Equip_Catalyst_Jet	0	8	Catalyst_Ball		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Catalyst_Jet/Equip_Catalyst_Jet		GadgetData_Equip_Name_50014408
50014501	ART/Equip/AvatarEquip/Equip_Catalyst_Dvalin/Equip_Catalyst_Dvalin	0	8	Catalyst_Book		1	1			item		Lv5_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Dvalin/Equip_Catalyst_Dvalin		GadgetData_Equip_Name_50014501
50014502	ART/Equip/AvatarEquip/Equip_Catalyst_Fourwinds/Equip_Catalyst_Fourwinds	0	8	Catalyst_Book		1	1			item		Lv5_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Fourwinds/Equip_Catalyst_Fourwinds		GadgetData_Equip_Name_50014502
50014503	ART/Equip/AvatarEquip/Equip_Catalyst_Widsith/Equip_Catalyst_Widsith	0	8	Catalyst_Book		1	1			item		Lv5_Catalyst	ART/Equip/AvatarEquip/Equip_Catalyst_Widsith/Equip_Catalyst_Widsith		GadgetData_Equip_Name_50014503
