ID	Prefab路径	默认阵营	类型	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	标签	客户端脚本	ItemJSON名称	ItemPrefab路径	雷达提示类型	Name
42901046	ART/Others/Bullet/Bullet_Abyss_Cyclone	4001	19	Dvalin_S01_Missile_01	1				3	item		Default_Item			GadgetData_Monster_Name_42901046
42901047	ART/Others/Bullet/Bullet_Abyss_Cyclone	4001	19	Dvalin_S01_Missile_02	1				3	item		Default_Item			GadgetData_Monster_Name_42901047
42901048	ART/Others/SkillObj/SkillObj_EmptyGadget	4001	19	Dvalin_S01_ChargeDummy	1				3	item		Default_Item			GadgetData_Monster_Name_42901048
42901049	ART/Others/SkillObj/SkillObj_Monster_Dvalin_S01_FireAbyss_Fan	4001	19	Dvalin_S01_FireAbyss_Fan	1				3	item		Default_Item			GadgetData_Monster_Name_42901049
42901050	ART/Others/SkillObj/SkillObj_Monster_Dvalin_S01_ElementBall_Wind	4001	3	Dvalin_S01_ElementBall_Wind	1				3	item		Default_Item			GadgetData_Monster_Name_42901050
42901051	ART/Others/SkillObj/SkillObj_Monster_Dvalin_S01_FireAbyss_Totem	4001	19	Dvalin_S01_FireAbyss_Totem	1				3	item		Default_Item			GadgetData_Monster_Name_42901051
42901052	ART/Others/Bullet/Bullet_Dvalin_S01_FireAbyss_TotemLaser	4001	3	Dvalin_S01_FireAbyss_TotemLaser	1				3	item		Default_Item			GadgetData_Monster_Name_42901052
42901061	ART/Others/SkillObj/SkillObj_EmptyGadget	4001	19	Dvalin_S04_StarFall_Launcher					3	item		Default_Item			GadgetData_Monster_Name_42901061
42901062	ART/Others/Bullet/Bullet_Dvalin_S04_StarFall	4001	3	Dvalin_S04_StarFall_Bullet	1				3	item		Default_Item			GadgetData_Monster_Name_42901062
42901063	ART/Others/Bullet/Bullet_Dvalin_S04_Breathe	4001	3	Dvalin_S04_Breathe_Bullet	1				3	item		Default_Item			GadgetData_Monster_Name_42901063
42901064	ART/Others/Bullet/Bullet_Dvalin_S04_TwistedWind	4001	3	Dvalin_S04_TwistedWind_Bullet	1				3	item		Default_Item			GadgetData_Monster_Name_42901064
42901065	ART/Others/SkillObj/SkillObj_EmptyGadget	4001	19	Dvalin_S04_StarFall_Platform					3	item		Default_Item			GadgetData_Monster_Name_42901065
42901066	ART/Others/Bullet/Bullet_Dvalin_S04_Hurricane_Bullet	4001	19	Dvalin_S04_Hurricane_Bullet	1				3	item		Default_Item			GadgetData_Monster_Name_42901066
42901067	ART/Others/SkillObj/SkillObj_Monster_Dvalin_S04_Controller	4001	19	Dvalin_S04_AirFlowController					3	item		Default_Item			GadgetData_Monster_Name_42901067
42901068	ART/Others/SkillObj/SkillObj_Monster_Dvalin_S04_CameraCenter	1001	19	Dvalin_S04_Camera_Center	1				3	item		Default_Item			GadgetData_Monster_Name_42901068
