ID	Ability名称	技能图标	是远程	技能CD	消耗体力	消耗能量类型	消耗能量值	可累积次数	TriggerID	索敌范围	索敌公式权重1	索敌公式权重2	索敌公式权重3	是默认镜头	支持按钮拖动	是否显示箭头	是否监控状态	默认锁定	图标名称	Name	Desc
10082	Avatar_Barbara_Trigger_WaterBall	Skill_E_Kate		30	0			1	0	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10082	AvatarSkillData_Desc_10082
10083	Avatar_Lsai_TeamTalent_Skill	Skill_E_Kate		30	0			1	0	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10083	AvatarSkillData_Desc_10083
10160	Avatar_Diluc_ExtraAttack	Skill_A_04		0	0			1	0	CircleLockEnemyR5H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10160	AvatarSkillData_Desc_10160
10161	Diluc_Fire_Blade	Skill_S_Diluc_01_01		10	0			1	2	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10161	AvatarSkillData_Desc_10161
10162	Diluc_Fire_Blade	Skill_S_Diluc_01_02		2	0			1	3	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10162	AvatarSkillData_Desc_10162
10163	Diluc_Fire_Blade	Skill_S_Diluc_01_03		2	0			1	4	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10163	AvatarSkillData_Desc_10163
10165	Diluc_FireCross	Skill_E_Diluc_01		30	0	1	60	1	5	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10165	AvatarSkillData_Desc_10165
10166	Diluc_EnterSkill	Skill_E_Kate		30	0			1	0	CircleLockEnemyR10H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10166	AvatarSkillData_Desc_10166
10201	Avatar_Razor_ExtraAttack	Skill_A_04		0	0			1	0	CircleLockEnemyR5H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10201	AvatarSkillData_Desc_10201
10202	Avatar_Razor_ClawMark_Click	Skill_S_Razor_01		6	0			1	2	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10202	AvatarSkillData_Desc_10202
10203	Avatar_Razor_LycanMode	Skill_E_Razor_01		25	0	4	60	1	5	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10203	AvatarSkillData_Desc_10203
10204	Avatar_Razor_ClawMark_Click	Skill_S_Ayaka_02		3	0			1	2	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10204	AvatarSkillData_Desc_10204
10221	Avatar_Venti_PressShoot	Skill_A_02	1	0	0			1	0	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10221	AvatarSkillData_Desc_10221
10222	Avatar_Venti_AimPressShoot	Skill_A_02	1	0	0			1	0	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10222	AvatarSkillData_Desc_10222
10223		Skill_A_02	1	0	0			1	1	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10223	AvatarSkillData_Desc_10223
10224		Skill_S_Venti_01		15	0			1	2	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10224	AvatarSkillData_Desc_10224
10225		Skill_E_Venti_01		25	0	7	60	1	5	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10225	AvatarSkillData_Desc_10225
10231	Avatar_Xiangling_ExtraAttack	Skill_A_03		0	0			1	0	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10231	AvatarSkillData_Desc_10231
10232		Skill_S_Xiangling_01		6	0			1	2	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10232	AvatarSkillData_Desc_10232
10235		Skill_E_Xiangling_01		25	0	1	60	1	5	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10235	AvatarSkillData_Desc_10235
10241	Avatar_Beidou_ExtraAttack	Skill_A_01		0	0			1	0	CircleLockEnemyR5H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10241	AvatarSkillData_Desc_10241
10242		Skill_S_Ambor_01		9	0			2	2	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10242	AvatarSkillData_Desc_10242
10245		Skill_E_Beidou		25	0	4	60	1	5	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10245	AvatarSkillData_Desc_10245
20000		Main_AimActive		0	0			1	99	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_20000	AvatarSkillData_Desc_20000
10251	Avatar_Aquaria_PressShoot	Skill_A_02	1	2	0			1	0	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10251	AvatarSkillData_Desc_10251
10252	Avatar_Aquaria_AimPressShoot	Skill_A_02	1	2	0			1	0	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10252	AvatarSkillData_Desc_10252
10253		Skill_A_02	1	2	0			1	1	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10253	AvatarSkillData_Desc_10253
10254		Skill_S_Ayaka_01		10	0			1	2	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10254	AvatarSkillData_Desc_10254
10255		Skill_E_Ayaka		25	0	5	60	1	5	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10255	AvatarSkillData_Desc_10255
10281	Avatar_Prototype_ExtraAttack	Skill_A_01		0	0			1	0	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10281	AvatarSkillData_Desc_10281
10282		Skill_A_01		0	0			1	2	CircleLockEnemyR5H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10282	AvatarSkillData_Desc_10282
10283		Skill_S_Ayaka_01		10	0	1		1	3	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10283	AvatarSkillData_Desc_10283
10291		Skill_A_01		0	0			1	1	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10291	AvatarSkillData_Desc_10291
10292		Skill_S_Kate_01		6	0			1	2	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10292	AvatarSkillData_Desc_10292
10295		Skill_E_Kate		30	0	1	60	1	5	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10295	AvatarSkillData_Desc_10295
10300		Skill_A_01		0	0			1	3	CircleLockEnemyR5H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10300	AvatarSkillData_Desc_10300
10256		Skill_S_Ayaka_01		8	0			3	2	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10256	AvatarSkillData_Desc_10256
10257		Skill_S_Ayaka_01		8	0			3	12	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10257	AvatarSkillData_Desc_10257
10258		Skill_S_Ayaka_01		10	0			1	2	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10258	AvatarSkillData_Desc_10258
10259		Skill_E_Ayaka		25	0	5	60	1	5	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10259	AvatarSkillData_Desc_10259
10362		Skill_E_Ayaka		12	0	5	60	1	2	CircleLockEnemyR8H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10362	AvatarSkillData_Desc_10362
10371	Avatar_RuoxinTest_ExtraAttack	Skill_A_01		0	0			1	0	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10371	AvatarSkillData_Desc_10371
10372		Skill_S_Kate_01		8	0			1	2	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10372	AvatarSkillData_Desc_10372
10373		Skill_E_Kate		25	0	2	60	1	5	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10373	AvatarSkillData_Desc_10373
10381	Avatar_Xingqiu_ExtraAttack	Skill_A_01		0	0			1	0	CircleLockEnemyR5H6HC	0.6	1	0.3	1						AvatarSkillData_Name_10381	AvatarSkillData_Desc_10381
10382		Skill_S_Kate_01		8	0			1	2	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10382	AvatarSkillData_Desc_10382
10383		Skill_E_Kate		25	0	2	60	1	5	CircleLockEnemyR15H10HC	0.6	1	0.3	1						AvatarSkillData_Name_10383	AvatarSkillData_Desc_10383
20001	Dvalin_S01_AirGun	Skill_A_Dvalin_AirGun		0	999999			1	0	CircleLockEnemyR10	0.6	1	0.3	1	2	1				AvatarSkillData_Name_20001	AvatarSkillData_Desc_20001
20002	Dvalin_S01_AirGun	Skill_A_Dvalin_AirGun		0	0			1	0	CircleLockEnemyR10	0.6	1	0.3	1	2	1				AvatarSkillData_Name_20002	AvatarSkillData_Desc_20002
