ID	Prefab路径	默认阵营	基础生命值	基础攻击力	基础防御力	暴击率	暴击抗性	暴击伤害	火元素抗性	草元素抗性	水元素抗性	电元素抗性	风元素抗性	冰元素抗性	岩元素抗性	火元素伤害加成	草元素伤害加成	水元素伤害加成	电元素伤害加成	风元素伤害加成	冰元素伤害加成	岩元素伤害加成	[属性成长]1类型	[属性成长]1曲线	[属性成长]2类型	[属性成长]2曲线	[属性成长]3类型	[属性成长]3曲线	是否使用	体型	ScriptData路径	正面Icon	侧面Icon	角色品质	角色Cost	充能效率	治疗效果	受治疗效果	战斗config	是否远程射击角色	初始武器	武器种类	展柜角色路径	立绘	技能库ID	体力恢复速度	候选技能库ID	展示柜JsonConfig	展柜动作配置ID	Name	Desc
10000025	ART/Char/Avatar/Avatar_Boy_Sword_Xingqiu/Avatar_Boy_Sword_Xingqiu		375.9504	7.4205	12.4338	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	1	Data/ScriptData/Avatar/Avatar_Boy	UI_AvatarIcon_Xingqiu	UI_AvatarIcon_Side_Xingqiu	4	1,1,1,1,1	1	0	0	ConfigAvatar_Xingqiu	0	11101	1	ART/Char/Avatar/Avatar_Lady_Sword_Qin/Avatar_Lady_Sword_Qin_Manekin	AvatarImage_Forward_Xingqiu	3801	25		ConfigAvatar_Manekin	100	AvatarData_Name_10000025	AvatarData_Desc_10000025
10000001	ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate		166	5	8	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Kate	UI_AvatarIcon_Side_Kate	4	1,1,1,1,1	1	0	0	ConfigAvatar_Kate	0	11101	1	ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Manekin	AvatarImage_Forward_Kate	101	25		ConfigAvatar_Manekin	100	AvatarData_Name_10000001	AvatarData_Desc_10000001
11000008	ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate		99999	99999	99999	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	3	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Side_Ambor	UI_AvatarIcon_Side_Ambor	3	1,1,1,1,1	1	0	0	ConfigAvatar_Qin	0	11101	1	ART/Char/Avatar/Avatar_Lady_Sword_Qin/Avatar_Lady_Sword_Qin_Manekin	AvatarImage_Forward_Ambor	801	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000008	AvatarData_Desc_11000008
11000009	QA/TestAvatar/Scene_TestCube		99999	99999	99999	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	3	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Side_Kate	UI_AvatarIcon_Side_Kate	3	1,1,1,1,1	1	0	0	Config_NudeHeroine_Type_01	0	11101	1	ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Manekin	AvatarImage_Forward_Kate	901	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000009	AvatarData_Desc_11000009
11000010	ART/Char/Avatar/Avatar_Girl_Sword_TestHeroine_Type_01/Avatar_Girl_Sword_TestHeroine_T1_Nude		99999	99999	99999	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	3	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Side_Kate	UI_AvatarIcon_Side_Kate	3	1,1,1,1,1	1	0	0	Config_NudeHeroine_Type_01	0	11101	1	ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Manekin	AvatarImage_Forward_Kate	1001	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000010	AvatarData_Desc_11000010
11000011	ART/Char/Avatar/Avatar_Boy_Sword_Naked/Avatar_Boy_Sword_Naked		99999	99999	99999	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	1	Data/ScriptData/Avatar/Avatar_Boy	UI_AvatarIcon_Side_Kate	UI_AvatarIcon_Side_Kate	3	1,1,1,1,1	1	0	0	ConfigAvatar_Naked	0	11101	1	ART/Char/Avatar/Avatar_Boy_Sword_Naked/Avatar_Boy_Sword_Naked_Manekin	AvatarImage_Forward_Kate	501	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000011	AvatarData_Desc_11000011
11000013	ART/Char/Avatar/Avatar_Girl_Sword_TestSync/Avatar_Girl_Sword_TestSync		99999	99999	99999	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	1	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Side_Kate	UI_AvatarIcon_Side_Kate	3	1,1,1,1,1	1	0	0	Config_NudeHeroine_TestSync	0	11101	1	ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Manekin	AvatarImage_Forward_Kate	1301	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000013	AvatarData_Desc_11000013
11000017	ART/Char/Avatar/Avatar_Male_Sword_Testman/Avatar_Male_Sword_Testman		99999	99999	99999	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	4	Data/ScriptData/Avatar/Avatar_Male	UI_AvatarIcon_Qin	UI_AvatarIcon_Side_Qin	4	1,1,1,1,1	1	0	0	ConfigAvatar_Kaeya	0	11101	1	ART/Char/Avatar/Avatar_Male_Sword_Kaeya/Avatar_Male_Sword_Kaeya_Manekin	AvatarImage_Forward_Qin	1501	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000017	AvatarData_Desc_11000017
11000018	ART/Char/Avatar/Avatar_Lady_Sword_Testlady/Avatar_Lady_Sword_Testlady		99999	99999	99999	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	3	Data/ScriptData/Avatar/Avatar_Lady	UI_AvatarIcon_Qin	UI_AvatarIcon_Side_Qin	4	1,1,1,1,1	1	0	0	ConfigAvatar_Qin	0	11101	1	ART/Char/Avatar/Avatar_Male_Sword_Kaeya/Avatar_Male_Sword_Kaeya_Manekin	AvatarImage_Forward_Qin	1501	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000018	AvatarData_Desc_11000018
11000019	ART/Char/Avatar/Avatar_Girl_Sword_Testgirl/Avatar_Girl_Sword_Testgirl		99999	99999	99999	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Qin	UI_AvatarIcon_Side_Qin	4	1,1,1,1,1	1	0	0	ConfigAvatar_Ayaka	0	11101	1	ART/Char/Avatar/Avatar_Male_Sword_Kaeya/Avatar_Male_Sword_Kaeya_Manekin	AvatarImage_Forward_Qin	1501	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000019	AvatarData_Desc_11000019
11000025	ART/Char/Avatar/Avatar_Boy_Bow_Aquaria/Avatar_Boy_Bow_Aquaria		208.6	8.2	9.5	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	1	Data/ScriptData/Avatar/Avatar_Boy	UI_AvatarIcon_Razor	UI_AvatarIcon_Side_Razor	4	1,1,1,1,1	1	0	0	ConfigAvatar_Aquaria	1	15101	12	ART/Char/Avatar/Avatar_Boy_Bow_Aquaria/Avatar_Boy_Bow_Aquaria_Manekin	AvatarImage_Forward_Qin	2501	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000025	AvatarData_Desc_11000025
11000026	ART/Char/Avatar/Avatar_Loli_Catalyst_Yaoyao/Avatar_Loli_Catalyst_Yaoyao		99999	99999	99999	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	5	Data/ScriptData/Avatar/Avatar_Loli	UI_AvatarIcon_Qin	UI_AvatarIcon_Side_Qin	4	1,1,1,1,1	1	0	0	ConfigAvatar_Ayaka	0	14101	10	ART/Char/Avatar/Avatar_Loli_Catalyst_Yaoyao/Avatar_Loli_Catalyst_Yaoyao_Manekin	AvatarImage_Forward_Qin	1501	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000026	AvatarData_Desc_11000026
11000027	ART/Char/Avatar/Avatar_GirlT_Sword_GirlT/Avatar_GirlT_Sword_GirlT		99999	99999	99999	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Qin	UI_AvatarIcon_Side_Qin	4	1,1,1,1,1	1	0	0	ConfigAvatar_Ayaka	0	11101	1	ART/Char/Avatar/Avatar_Male_Sword_Kaeya/Avatar_Male_Sword_Kaeya_Manekin	AvatarImage_Forward_Qin	1501	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000027	AvatarData_Desc_11000027
11000028	ART/Char/Avatar/Avatar_Girl_Pole_Prototype/Avatar_Girl_Pole_Prototype		185	6	10.4	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Ayaka	UI_AvatarIcon_Side_Ayaka	4	1,1,1,1,1	1	0	0	ConfigAvatar_Prototype	0	13101	13	ART/Char/Avatar/Avatar_Girl_Sword_Ayaka/Avatar_Girl_Sword_Ayaka_Manekin	AvatarImage_Forward_Ayaka	2801	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000028	AvatarData_Desc_11000028
11000029	ART/Char/Avatar/Avatar_Loli_Catalyst_Klee/Avatar_Loli_Catalyst_Klee		369.237	8.2935	12.1992	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	5	Data/ScriptData/Avatar/Avatar_Loli	UI_AvatarIcon_Qin	UI_AvatarIcon_Side_Qin	4	1,1,1,1,1	1	0	0	ConfigAvatar_Klee	0	14101	10	ART/Char/Avatar/Avatar_Loli_Catalyst_Yaoyao/Avatar_Loli_Catalyst_Yaoyao_Manekin	AvatarImage_Forward_Qin	2901	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000029	AvatarData_Desc_11000029
11000030	ART/Char/Avatar/Avatar_Girl_Claymore_Claymoregirl/Avatar_Girl_Claymore_Claymoregirl		189.5	5.6	10.5	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Qin	UI_AvatarIcon_Side_Qin	4	1,1,1,1,1	1	0	0	ConfigAvatar_Ayaka	0	12101	11	ART/Char/Avatar/Avatar_Lady_Sword_Qin/Avatar_Lady_Sword_Qin_Manekin	AvatarImage_Forward_Qin	101	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000030	AvatarData_Desc_11000030
11000031	ART/Char/Avatar/Avatar_GirlP_Sword_PutA/Avatar_GirlP_Sword_PutA		191	5	11	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Ayaka	UI_AvatarIcon_Side_Ayaka	3	1,1,1,1,1	1	0	0	ConfigAvatar_PutA	0	11101	1	ART/Char/Avatar/Avatar_Girl_Sword_Ayaka/Avatar_Girl_Sword_Ayaka_Manekin	AvatarImage_Forward_Qin	101	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000031	AvatarData_Desc_11000031
11000032	ART/Char/Avatar/Avatar_GirlP_Sword_PutB/Avatar_GirlP_Sword_PutB		191	5	11	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Ayaka	UI_AvatarIcon_Side_Ayaka	3	1,1,1,1,1	1	0	0	ConfigAvatar_PutB	0	11101	1	ART/Char/Avatar/Avatar_Girl_Sword_Ayaka/Avatar_Girl_Sword_Ayaka_Manekin	AvatarImage_Forward_Qin	101	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000032	AvatarData_Desc_11000032
11000033	ART/Char/Avatar/Avatar_GirlP_Sword_PutC/Avatar_GirlP_Sword_PutC		191	5	11	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Ayaka	UI_AvatarIcon_Side_Ayaka	3	1,1,1,1,1	1	0	0	ConfigAvatar_PutC	0	11101	1	ART/Char/Avatar/Avatar_Girl_Sword_Ayaka/Avatar_Girl_Sword_Ayaka_Manekin	AvatarImage_Forward_Qin	101	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000033	AvatarData_Desc_11000033
11000034	ART/Char/Avatar/Avatar_GirlP_Sword_PutD/Avatar_GirlP_Sword_PutD		191	5	11	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	2	Data/ScriptData/Avatar/Avatar_Girl	UI_AvatarIcon_Ayaka	UI_AvatarIcon_Side_Ayaka	3	1,1,1,1,1	1	0	0	ConfigAvatar_PutD	0	11101	1	ART/Char/Avatar/Avatar_Girl_Sword_Ayaka/Avatar_Girl_Sword_Ayaka_Manekin	AvatarImage_Forward_Qin	101	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000034	AvatarData_Desc_11000034
10000035	ART/Char/Avatar/Avatar_Lady_Pole_Ladypole/Avatar_Lady_Pole_Ladypole		185	6	10.4	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	3	Data/ScriptData/Avatar/Avatar_Lady	UI_AvatarIcon_Xiangling	UI_AvatarIcon_Side_Xiangling	4	1,1,1,1,1	1	0	0	ConfigAvatar_Diluc	0	13101	13	ART/Char/Avatar/Avatar_Girl_Pole_Xiangling/Avatar_Girl_Pole_Xiangling_Manekin	AvatarImage_Forward_Xiangling	101	25		ConfigAvatar_Manekin	100	AvatarData_Name_10000035	AvatarData_Desc_10000035
10000036	ART/Char/Avatar/Avatar_LadyT_Sword_CommonLady/Avatar_LadyT_Sword_CommonLady		207.5	4.4	10.5	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	3	Data/ScriptData/Avatar/Avatar_Lady	UI_AvatarIcon_Qin	UI_AvatarIcon_Side_Qin	4	1,1,1,1,1	1	0	0	ConfigAvatar_Qin	0	11101	1	ART/Char/Avatar/Avatar_Lady_Sword_Qin/Avatar_Lady_Sword_Qin_Manekin	AvatarImage_Forward_Qin	101	25		ConfigAvatar_Manekin_Qin	100	AvatarData_Name_10000036	AvatarData_Desc_10000036
11000037	ART/Char/Avatar/Avatar_Boy_Sword_RuoxinTest/Avatar_Boy_Sword_RuoxinTest		191	5	11	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	1	Data/ScriptData/Avatar/Avatar_Boy	UI_AvatarIcon_PlayerBoy	UI_AvatarIcon_Side_PlayerBoy	3	1,1,1,1,1	1	0	0	ConfigAvatar_RuoxinTest	0	11101	1	ART/Char/Avatar/Avatar_Boy_Sword_RuoxinTest/Avatar_Boy_Sword_RuoxinTest_Manekin	AvatarImage_Forward_Kate	3701	25		ConfigAvatar_Manekin	100	AvatarData_Name_11000037	AvatarData_Desc_11000037
11000038	ART/Char/Avatar/Avatar_BoyT_Sword_CommonBoy/Avatar_BoyT_Sword_CommonBoy		99999	99999	99999	0.05	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	4	32	7	22	0	1	Data/ScriptData/Avatar/Avatar_Boy	UI_AvatarIcon_PlayerBoy	UI_AvatarIcon_Side_PlayerBoy	3	1,1,1,1,1	1	0	0	ConfigAvatar_CommonBoy	0	11101	1	ART/Char/Avatar/Avatar_Boy_Sword_PlayerBoy/Avatar_Boy_Sword_PlayerBoy_Manekin	AvatarImage_Forward_Qin	101	25		ConfigAvatar_Manekin_PlayerBoy	100	AvatarData_Name_11000038	AvatarData_Desc_11000038
