ID	参数类型1	TextMapContent
RET_NPC_CREATE_FAIL		TextMapRetData_TextMapContent_RET_NPC_CREATE_FAIL
RET_NPC_MOVE_FAIL		TextMapRetData_TextMapContent_RET_NPC_MOVE_FAIL
RET_QUEST_NOT_EXIST		TextMapRetData_TextMapContent_RET_QUEST_NOT_EXIST
RET_QUEST_IS_FAIL		TextMapRetData_TextMapContent_RET_QUEST_IS_FAIL
RET_QUEST_CONTENT_ERROR		TextMapRetData_TextMapContent_RET_QUEST_CONTENT_ERROR
RET_POINT_NOT_UNLOCKED		TextMapRetData_TextMapContent_RET_POINT_NOT_UNLOCKED
RET_POINT_TOO_FAR		TextMapRetData_TextMapContent_RET_POINT_TOO_FAR
RET_POINT_ALREAY_UNLOCKED		TextMapRetData_TextMapContent_RET_POINT_ALREAY_UNLOCKED
RET_ENTITY_NOT_EXIST		TextMapRetData_TextMapContent_RET_ENTITY_NOT_EXIST
RET_ENTER_SCENE_FAIL		TextMapRetData_TextMapContent_RET_ENTER_SCENE_FAIL
RET_PLAYER_IS_ENTER_SCENE		TextMapRetData_TextMapContent_RET_PLAYER_IS_ENTER_SCENE
RET_AREA_MAX_LEVEL		TextMapRetData_TextMapContent_RET_AREA_MAX_LEVEL
RET_AREA_LOCKED		TextMapRetData_TextMapContent_RET_AREA_LOCKED
RET_ITEM_NOT_EXIST		TextMapRetData_TextMapContent_RET_ITEM_NOT_EXIST
RET_PACK_EXCEED_MAX_WEIGHT		TextMapRetData_TextMapContent_RET_PACK_EXCEED_MAX_WEIGHT
RET_ITEM_NOT_DROPABLE		TextMapRetData_TextMapContent_RET_ITEM_NOT_DROPABLE
RET_ITEM_NOT_USABLE		TextMapRetData_TextMapContent_RET_ITEM_NOT_USABLE
RET_ITEM_INVALID_USE_COUNT		TextMapRetData_TextMapContent_RET_ITEM_INVALID_USE_COUNT
RET_ITEM_INVALID_DROP_COUNT		TextMapRetData_TextMapContent_RET_ITEM_INVALID_DROP_COUNT
RET_ITEM_ALREADY_EXIST		TextMapRetData_TextMapContent_RET_ITEM_ALREADY_EXIST
RET_ITEM_IN_COOLDOWN		TextMapRetData_TextMapContent_RET_ITEM_IN_COOLDOWN
RET_ITEM_COUNT_NOT_ENOUGH		TextMapRetData_TextMapContent_RET_ITEM_COUNT_NOT_ENOUGH
RET_ITEM_INVALID_TARGET		TextMapRetData_TextMapContent_RET_ITEM_INVALID_TARGET
RET_RECIPE_NOT_EXIST		TextMapRetData_TextMapContent_RET_RECIPE_NOT_EXIST
RET_RECIPE_LOCKED		TextMapRetData_TextMapContent_RET_RECIPE_LOCKED
RET_RECIPE_UNLOCKED		TextMapRetData_TextMapContent_RET_RECIPE_UNLOCKED
RET_COMPOUND_QUEUE_FULL		TextMapRetData_TextMapContent_RET_COMPOUND_QUEUE_FULL
RET_COMPOUND_NOT_FINISH		TextMapRetData_TextMapContent_RET_COMPOUND_NOT_FINISH
RET_MAIL_ITEM_NOT_GET		TextMapRetData_TextMapContent_RET_MAIL_ITEM_NOT_GET
RET_ITEM_EXCEED_LIMIT		TextMapRetData_TextMapContent_RET_ITEM_EXCEED_LIMIT
RET_AVATAR_CAN_NOT_USE		TextMapRetData_TextMapContent_RET_AVATAR_CAN_NOT_USE
RET_ITEM_NEED_PLAYER_LEVEL		TextMapRetData_TextMapContent_RET_ITEM_NEED_PLAYER_LEVEL
RET_RECIPE_NOT_AUTO_QTE		TextMapRetData_TextMapContent_RET_RECIPE_NOT_AUTO_QTE
RET_COMPOUND_BUSY_QUEUE		TextMapRetData_TextMapContent_RET_COMPOUND_BUSY_QUEUE
RET_EQUIP_LEVEL_HIGHER		TextMapRetData_TextMapContent_RET_EQUIP_LEVEL_HIGHER
RET_EQUIP_CAN_NOT_WAKE_OFF_WEAPON		TextMapRetData_TextMapContent_RET_EQUIP_CAN_NOT_WAKE_OFF_WEAPON
RET_EQUIP_HAS_BEEN_WEARED		TextMapRetData_TextMapContent_RET_EQUIP_HAS_BEEN_WEARED
RET_EQUIP_WEARED_CANNOT_DROP		TextMapRetData_TextMapContent_RET_EQUIP_WEARED_CANNOT_DROP
RET_GOODS_NOT_EXIST		TextMapRetData_TextMapContent_RET_GOODS_NOT_EXIST
RET_GOODS_MATERIAL_NOT_ENOUGH		TextMapRetData_TextMapContent_RET_GOODS_MATERIAL_NOT_ENOUGH
RET_GADGET_NOT_EXIST		TextMapRetData_TextMapContent_RET_GADGET_NOT_EXIST
RET_GADGET_NOT_INTERACTIVE		TextMapRetData_TextMapContent_RET_GADGET_NOT_INTERACTIVE
RET_GADGET_NOT_GATHERABLE		TextMapRetData_TextMapContent_RET_GADGET_NOT_GATHERABLE
RET_CHEST_IS_LOCKED		TextMapRetData_TextMapContent_RET_CHEST_IS_LOCKED
RET_GADGET_CREATE_FAIL		TextMapRetData_TextMapContent_RET_GADGET_CREATE_FAIL
RET_WORKTOP_OPTION_NOT_EXIST		TextMapRetData_TextMapContent_RET_WORKTOP_OPTION_NOT_EXIST
RET_TALENT_ALREAY_UNLOCKED		TextMapRetData_TextMapContent_RET_TALENT_ALREAY_UNLOCKED
RET_PREV_TALENT_NOT_UNLOCKED		TextMapRetData_TextMapContent_RET_PREV_TALENT_NOT_UNLOCKED
RET_BIG_TALENT_POINT_NOT_ENOUGH		TextMapRetData_TextMapContent_RET_BIG_TALENT_POINT_NOT_ENOUGH
RET_SMALL_TALENT_POINT_NOT_ENOUGH		TextMapRetData_TextMapContent_RET_SMALL_TALENT_POINT_NOT_ENOUGH
RET_NEED_MORE_SCOIN		TextMapRetData_TextMapContent_RET_NEED_MORE_SCOIN
RET_SKILL_DEPOT_NOT_FOUND		TextMapRetData_TextMapContent_RET_SKILL_DEPOT_NOT_FOUND
RET_HCOIN_NOT_ENOUGH		TextMapRetData_TextMapContent_RET_HCOIN_NOT_ENOUGH
RET_SCOIN_NOT_ENOUGH		TextMapRetData_TextMapContent_RET_SCOIN_NOT_ENOUGH
RET_HCOIN_EXCEED_LIMIT		TextMapRetData_TextMapContent_RET_HCOIN_EXCEED_LIMIT
RET_SCOIN_EXCEED_LIMIT		TextMapRetData_TextMapContent_RET_SCOIN_EXCEED_LIMIT
RET_MAIL_EXPIRED		TextMapRetData_TextMapContent_RET_MAIL_EXPIRED
RET_CANDIDATE_SKILL_DEPOT_ID_NOT_FIND		TextMapRetData_TextMapContent_RET_CANDIDATE_SKILL_DEPOT_ID_NOT_FIND
RET_SKILL_DEPOT_IS_THE_SAME		TextMapRetData_TextMapContent_RET_SKILL_DEPOT_IS_THE_SAME
RET_MONSTER_NOT_EXIST		TextMapRetData_TextMapContent_RET_MONSTER_NOT_EXIST
RET_MONSTER_CREATE_FAIL		TextMapRetData_TextMapContent_RET_MONSTER_CREATE_FAIL
RET_DUNGEON_ENTER_FAIL		TextMapRetData_TextMapContent_RET_DUNGEON_ENTER_FAIL
RET_DUNGEON_QUIT_FAIL		TextMapRetData_TextMapContent_RET_DUNGEON_QUIT_FAIL
RET_DUNGEON_ENTER_EXCEED_DAY_COUNT		TextMapRetData_TextMapContent_RET_DUNGEON_ENTER_EXCEED_DAY_COUNT
RET_DUNGEON_REVIVE_EXCEED_MAX_COUNT		TextMapRetData_TextMapContent_RET_DUNGEON_REVIVE_EXCEED_MAX_COUNT
RET_DUNGEON_REVIVE_FAIL		TextMapRetData_TextMapContent_RET_DUNGEON_REVIVE_FAIL
RET_DUNGEON_NOT_SUCCEED		TextMapRetData_TextMapContent_RET_DUNGEON_NOT_SUCCEED
RET_DUNGEON_CAN_NOT_CANCEL		TextMapRetData_TextMapContent_RET_DUNGEON_CAN_NOT_CANCEL
RET_MP_NOT_IN_MY_WORLD		TextMapRetData_TextMapContent_RET_MP_NOT_IN_MY_WORLD
RET_MP_IN_MP_MODE		TextMapRetData_TextMapContent_RET_MP_IN_MP_MODE
RET_MP_SCENE_IS_FULL		TextMapRetData_TextMapContent_RET_MP_SCENE_IS_FULL
RET_MP_MODE_NOT_AVAILABLE		TextMapRetData_TextMapContent_RET_MP_MODE_NOT_AVAILABLE
RET_MP_PLAYER_NOT_ENTERABLE		TextMapRetData_TextMapContent_RET_MP_PLAYER_NOT_ENTERABLE
RET_MP_QUEST_BLOCK_MP		TextMapRetData_TextMapContent_RET_MP_QUEST_BLOCK_MP
RET_MP_IN_ROOM_SCENE 		TextMapRetData_TextMapContent_RET_MP_IN_ROOM_SCENE 
RET_MAIL_PARA_ERR		TextMapRetData_TextMapContent_RET_MAIL_PARA_ERR
RET_MAIL_MAX_NUM		TextMapRetData_TextMapContent_RET_MAIL_MAX_NUM
RET_MAIL_ITEM_NUM_EXCEED		TextMapRetData_TextMapContent_RET_MAIL_ITEM_NUM_EXCEED
RET_MAIL_TITLE_LEN_EXCEED		TextMapRetData_TextMapContent_RET_MAIL_TITLE_LEN_EXCEED
RET_MAIL_CONTENT_LEN_EXCEED		TextMapRetData_TextMapContent_RET_MAIL_CONTENT_LEN_EXCEED
RET_MAIL_SENDER_LEN_EXCEED		TextMapRetData_TextMapContent_RET_MAIL_SENDER_LEN_EXCEED
