ID	Prefab路径	默认阵营	类型	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	标签	客户端脚本	ItemJSON名称	ItemPrefab路径	雷达提示类型	Name
70210001	ART/Others/SceneObj/SceneObj_Item_Treasurebox01	5001	26	SceneObj_Chest_NormalChest		1		1	1	item	Data/ScriptData/Gadget/Chest_Normal	Default_Item			GadgetData_Level_Name_70210001
70210002	ART/Others/SceneObj/SceneObj_Item_Treasurebox02	5001	26	SceneObj_Chest_NormalChest		1		1	1	item	Data/ScriptData/Gadget/Chest_Normal	Default_Item			GadgetData_Level_Name_70210002
70210003	ART/Others/SceneObj/SceneObj_Item_Treasurebox03	5001	26	SceneObj_Chest_NormalChest		1		1	1	item	Data/ScriptData/Gadget/Chest_Normal	Default_Item			GadgetData_Level_Name_70210003
70210004	ART/Others/SceneObj/SceneObj_Item_Treasurebox04	5001	26	SceneObj_Chest_NormalChest		1		1	1	item	Data/ScriptData/Gadget/Chest_Normal	Default_Item			GadgetData_Level_Name_70210004
70210005	ART/Others/SceneObj/SceneObj_Item_Treasurebox05	5001	26	SceneObj_Chest_NormalChest		1		1	1	item	Data/ScriptData/Gadget/Chest_Normal	Default_Item			GadgetData_Level_Name_70210005
70210006	ART/Others/SceneObj/SceneObj_Item_Treasurebox03	5001	26	SceneObj_Chest_NormalChest		1		1		item	Data/ScriptData/Gadget/Chest_Normal	Default_Item			GadgetData_Level_Name_70210006
70210007	ART/Others/SceneObj/SceneObj_Item_Treasurebox05	5001	26	SceneObj_Chest_Test_FM02	1	1		1		item	Data/ScriptData/Gadget/Chest_Normal	Default_Item			GadgetData_Level_Name_70210007
70210008	ART/Others/SceneObj/SceneObj_Item_Treasurebox_Dorp01	5001	26	SceneObj_Chest_Drop_Chest		1		1	1	item	Data/ScriptData/Gadget/Chest_Normal	Default_Item			GadgetData_Level_Name_70210008
70210011	ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Default	5001	26	SceneObj_Chest_Default_Lv1		1		1		item	Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210011
70210012	ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Locked	5001	26	SceneObj_Chest_Locked_Lv1		1		1	1	item	Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210012
70210013	ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Bramble	5001	26	SceneObj_Chest_Bramble_Lv1		1		1		item	Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210013
70210014	ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Frozen	5001	26	SceneObj_Chest_Frozen_Lv1		1		1		item	Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210014
70210021	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Default	5001	26	SceneObj_Chest_Default_Lv2		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210021
70210022	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Locked	5001	26	SceneObj_Chest_Locked_Lv2		1		1	1		Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210022
70210023	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Bramble	5001	26	SceneObj_Chest_Bramble_Lv2		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210023
70210024	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Frozen	5001	26	SceneObj_Chest_Frozen_Lv2		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210024
70210031	ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Default	5001	26	SceneObj_Chest_Default_Lv3		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210031
70210032	ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Locked	5001	26	SceneObj_Chest_Locked_Lv3		1		1	1		Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210032
70210033	ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Bramble	5001	26	SceneObj_Chest_Bramble_Lv3		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210033
70210034	ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Frozen	5001	26	SceneObj_Chest_Frozen_Lv3		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210034
70210041	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default	5001	26	SceneObj_Chest_Default_Lv4		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210041
70210042	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Locked	5001	26	SceneObj_Chest_Locked_Lv4		1		1	1		Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210042
70210043	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Bramble	5001	26	SceneObj_Chest_Bramble_Lv4		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210043
70210044	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Frozen	5001	26	SceneObj_Chest_Frozen_Lv4		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210044
70210051	ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Default	5001	26	SceneObj_Chest_Default_Lv5		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210051
70210052	ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Locked	5001	26	SceneObj_Chest_Locked_Lv5		1		1	1		Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210052
70210053	ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Bramble	5001	26	SceneObj_Chest_Bramble_Lv5		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210053
70210054	ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Frozen	5001	26	SceneObj_Chest_Frozen_Lv5		1		1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70210054
70210101	ART/Others/SceneObj/SceneObj_Item_SearchPoint	5001	26	SearchPoint		1		1		item	Data/ScriptData/Gadget/Chest_Normal	Default_Item			GadgetData_Level_Name_70210101
70216666	ART/Others/SceneObj/SceneObj_Chest_DropTest	5001	26	SceneObj_Chest_DropTest				1			Data/ScriptData/Gadget/Chest_Normal				GadgetData_Level_Name_70216666
70220001	ART/Others/SceneObj/SceneObj_Prop_Leavestacks	5001	19	SceneObj_Environment_GrassMaterial_LeaveStacks		1		1		item		Default_Item			GadgetData_Level_Name_70220001
70220002	ART/Others/SceneObj/SceneObj_Item_LeafBlanket	5001	19	SceneObj_Environment_GrassMaterial_LeafBlanket		1		1		item		Default_Item			GadgetData_Level_Name_70220002
70220003	ART/Others/SceneObj/SceneObj_Item_BrambleWall01	5001	19	SceneObj_Environment_WoodenMaterial_BrambleWall01		1		1		item		Default_Item			GadgetData_Level_Name_70220003
70220004	ART/Others/SceneObj/SceneObj_Item_Plant_PumpkinBomb01	5001	19	SceneObj_CombatInteraction_PumpkinBomb				1		item		Default_Item			GadgetData_Level_Name_70220004
70220005	ART/Others/SceneObj/SceneObj_Item_Bombbarrel01	5001	19	SceneObj_CombatInteraction_BombBox	1					item		Default_Item			GadgetData_Level_Name_70220005
70220006	ART/Others/SceneObj/SceneObj_Item_StonePillar	5001	19	SceneObj_Environment_Rock_StonePillar		1				item		Default_Item			GadgetData_Level_Name_70220006
70220007	ART/Others/SceneObj/SceneObj_Item_StoneWall	5001	19	SceneObj_Environment_Rock_StoneWall		1				item		Default_Item			GadgetData_Level_Name_70220007
70220008	ART/Others/SceneObj/SceneObj_Item_StonePile	5001	19	SceneObj_Environment_Rock_StonePile		1				item		Default_Item			GadgetData_Level_Name_70220008
70220009	ART/Others/SceneObj/SceneObj_Item_Stone	5001	19	SceneObj_Environment_Rock_Stone	1					item		Default_Item			GadgetData_Level_Name_70220009
70220010	ART/Others/SceneObj/SceneObj_Amber_Water	5001	19	SceneObj_Amber_WaterAmber		1		1		item		Default_Item			GadgetData_Level_Name_70220010
70220011	ART/Others/SceneObj/SceneObj_Amber_Wind	5001	33	SceneObj_Amber_WindAmber		1				item		Default_Item			GadgetData_Level_Name_70220011
70220012	ART/Others/SceneObj/SceneObj_Amber_Wind_Inactive	5001	33	SceneObj_Amber_WindAmber_Inactive						item		Default_Item			GadgetData_Level_Name_70220012
70220013	ART/Others/SceneObj/SceneObj_Item_WoodenBox_Big	5001	19	SceneObj_Environment_WoodenMaterial_WoodenObject		1			4	item		Default_Item			GadgetData_Level_Name_70220013
70220014	ART/Others/SceneObj/SceneObj_Item_WoodenBarrel	5001	19	SceneObj_Environment_WoodenMaterial_WoodenObject					4	item		Default_Item			GadgetData_Level_Name_70220014
70220015	ART/Others/SceneObj/SceneObj_Prop_Grassstacks	5001	19	SceneObj_Environment_GrassMaterial_GrassStacks		1		1	4	item		Default_Item			GadgetData_Level_Name_70220015
70220016	ART/Others/SceneObj/SceneObj_Prop_Grassstacks02	5001	19	SceneObj_Environment_GrassMaterial_GrassStacks		1		1	4	item		Default_Item			GadgetData_Level_Name_70220016
70220017	ART/Others/SceneObj/SceneObj_Prop_Firewoodstacks	5001	19	SceneObj_Environment_WoodenMaterial_FirewoodStacks		1		1	4	item		Default_Item			GadgetData_Level_Name_70220017
70220018	ART/Others/SceneObj/SceneObj_Item_StonePillar_UnClimbable	5001	19	SceneObj_Environment_Rock_StonePillar		1				item		Default_Item			GadgetData_Level_Name_70220018
70220019	ART/Others/SceneObj/SceneObj_Item_StonePillar_UnClimbable_UnDestroyable	5001	19	SceneObj_Environment_Rock_StonePillar_Unclimbable_UnDestroyable		1				item		Default_Item			GadgetData_Level_Name_70220019
70220020	ART/Others/SceneObj/SceneObj_Item_BrambleWorld	5001	19	SceneObj_Environment_WoodenMaterial_BrambleWorld		1		1		item		Default_Item			GadgetData_Level_Name_70220020
70220021	ART/Others/SceneObj/SceneObj_Item_StonePileWorld	5001	19	SceneObj_Environment_Rock_StonePileWorld		1				item		Default_Item			GadgetData_Level_Name_70220021
70220022	ART/Others/SceneObj/SceneObj_Prop_Oil	5001	19	Oil		1				item		Default_Item			GadgetData_Level_Name_70220022
70220023	ART/Others/SceneObj/SceneObj_Item_LeafBlanket02	5001	19	SceneObj_Environment_GrassMaterial_LeafBlanket02											GadgetData_Level_Name_70220023
70220024	ART/Others/SceneObj/SceneObj_Item_StonePileWorld02	5001	19	SceneObj_Environment_Rock_StonePileWorld		1				item		Default_Item			GadgetData_Level_Name_70220024
70220025	ART/Others/SceneObj/SceneObj_Item_DropGrass01	5001	19	SceneObj_Environment_GrassMaterial_LeafBlanket		1				item					GadgetData_Level_Name_70220025
70270001	ART/Others/SceneObj/SceneObj_Item_RainyCloud	5001	19	RainyCloud						item		Default_Item			GadgetData_Level_Name_70270001
70270002	ART/Others/SceneObj/SceneObj_Null	5001	19	WaterAmber_Mist		1				item		Default_Item			GadgetData_Level_Name_70270002
70270003	ART/Effect/SceneInteractive/Eff_WindAmber_WindField	5001	23	WindAmberField		1				item		Default_Item			GadgetData_Level_Name_70270003
70290001	ART/Others/SceneObj/SceneObj_Item_Raspberry01	5001	19	SceneObj_Environment_WoodenMaterial_AppleTree						item		Default_Item			GadgetData_Level_Name_70290001
70290002	ART/Others/SceneObj/SceneObj_Item_Plant_AppleTree01	5001	19	SceneObj_Environment_WoodenMaterial_AppleTree		1				item		Default_Item			GadgetData_Level_Name_70290002
70290003	ART/Others/SceneObj/SceneObj_Item_Decoration_BirdNest01	1001	19							item		Default_Item			GadgetData_Level_Name_70290003
70290004	ART/Others/SceneObj/SceneObj_Item_Decoration_BirdNestBundle01	1001	19							item		Default_Item			GadgetData_Level_Name_70290004
70290005	ART/Others/SceneObj/Item_Plant_IceFlowerBase_Vo	1001	19												GadgetData_Level_Name_70290005
70290006	ART/Stages/Item/Item_Plant_FireFlowerBase01_Vo	1001	19												GadgetData_Level_Name_70290006
70290007	ART/Stages/Item/Item_Ore_ElectricRockBase01_Vo	1001	19												GadgetData_Level_Name_70290007
70290008	ART/Others/SceneObj/SceneObj_Item_IceflowerBundle01	1001	19												GadgetData_Level_Name_70290008
70290009	ART/Others/SceneObj/SceneObj_Item_FireFlowerBundle01	1001	19												GadgetData_Level_Name_70290009
70290010	ART/Others/SceneObj/SceneObj_Item_ElectricRockBundle01	1001	19												GadgetData_Level_Name_70290010
70290011	ART/Others/SceneObj/SceneObj_Item_Plant_Dandelion_Bundle	1001	19												GadgetData_Level_Name_70290011
70300001	ART/Others/Gadget/Gadget_MiniRobot	1001	22	SceneObj_Gather_Default_Gather						item		Default_Item			GadgetData_Level_Name_70300001
70300002	ART/Others/Gadget/Gadget_MiniRobotRed	1001	22	SceneObj_Gather_Default_Gather						item		Default_Item			GadgetData_Level_Name_70300002
70300003	ART/Effect/SceneInteractive/Eff_FlyRace_Marker_Active	1001	19	FlyRaceCoin						item		Default_Item			GadgetData_Level_Name_70300003
70300004	ART/Effect/SceneInteractive/Eff_FlyRace_Goal_Marker	1001	19	FlyRaceCoin						item		Default_Item			GadgetData_Level_Name_70300004
70300005	ART/Effect/SceneInteractive/Eff_FlyRace_Goal_Marker_AS	1001	19	FlyRaceCoin						item		Default_Item			GadgetData_Level_Name_70300005
70300006	ART/Effect/SceneInteractive/Eff_QuestGuide_TargetPoint	1001	22	SceneObj_Gather_Default_Gather						item		Default_NoDrop_Item			GadgetData_Level_Name_70300006
70300007	ART/Stages/Item/Item_Quest_Dish01	1001	22	SceneObj_Gather_Default_Gather						item		Default_Item			GadgetData_Level_Name_70300007
70300008	ART/Stages/Item/Item_Quest_Music01	1001	22	SceneObj_Gather_Default_Gather						item		Default_Item			GadgetData_Level_Name_70300008
70300009	ART/Stages/Item/Item_Quest_Wrap01	1001	22	SceneObj_Gather_Default_Gather						item		Default_Item			GadgetData_Level_Name_70300009
70300010	ART/Stages/Item/Item_Quest_Book01	1001	22	SceneObj_Gather_Default_Gather						item		Default_Item			GadgetData_Level_Name_70300010
70300011	ART/Stages/Item/Item_Quest_Letter01	1001	22	SceneObj_Gather_Default_Gather						item		Default_Item			GadgetData_Level_Name_70300011
70300012	ART/Stages/Item/Item_Quest_Medicine01	1001	22	SceneObj_Gather_Default_Gather						item		Default_Item			GadgetData_Level_Name_70300012
70300013	ART/Others/SceneObj/SceneObj_Item_DragonFeather01	5001	19	DragonFeather		1			2	item		Default_Item			GadgetData_Level_Name_70300013
70300014	ART/Others/SceneObj/SceneObj_Item_DragonFeather01	5001	19	DragonFeather_HP		1			1	item		DragonFeather_HP			GadgetData_Level_Name_70300014
70300015	ART/Others/SceneObj/SceneObj_Item_DragonFeather01	5001	19	DragonFeather_HP		1			1	item		DragonFeather_HP			GadgetData_Level_Name_70300015
70300016	ART/Others/SceneObj/SceneObj_Item_DragonFeather01	5001	19	DragonFeather_HP		1			1	item		DragonFeather_HP			GadgetData_Level_Name_70300016
70300017	ART/Others/SkillObj/SkillObj_Dummy	1001	18	Dummy_Safe	1	1				item		Default_Item			GadgetData_Level_Name_70300017
70300018	ART/Others/SceneObj/SceneObj_Item_DragonFeather01	5001	19	DragonFeather						item		Default_Item			GadgetData_Level_Name_70300018
70300020	ART/Others/Gadget/Gadget_MiniRobot_Invisible	1001	22							item		Default_Item			GadgetData_Level_Name_70300020
70300021	ART/Effect/SceneInteractive/Eff_Test_Cricket_Sound01	1001	19							item		Default_Item			GadgetData_Level_Name_70300021
70300022	ART/Effect/SceneInteractive/Eff_Test_Cricket_Sound02	1001	19							item		Default_Item			GadgetData_Level_Name_70300022
70300023	ART/Effect/SceneInteractive/Eff_Test_Cricket_Sound03	1001	19							item		Default_Item			GadgetData_Level_Name_70300023
70300024	ART/Effect/SceneInteractive/Eff_Test_Cricket_Sound04	1001	19							item		Default_Item			GadgetData_Level_Name_70300024
70300031	ART/Others/Gadget/Gadget_WoodBoard_Test	1001	19						2	item		Default_Item			GadgetData_Level_Name_70300031
70300032	ART/Others/Gadget/Gadget_WoodBoard_Test02	1001	19							item		Default_Item			GadgetData_Level_Name_70300032
70300036	ART/Others/Gadget/Gadget_MiniRobotRed_CrouchThrow	1001	3	Sneak_Crouch_Throw	1	1				item		Default_Item			GadgetData_Level_Name_70300036
70300037		1001	19	ElementTrack						item		Default_Item			GadgetData_Level_Name_70300037
70300038	ART/Effect/SceneInteractive/Eff_Quest_CrystTear02_Dark	1001	22	SceneObj_Gather_Default_Gather						item		Default_NoDrop_Item			GadgetData_Level_Name_70300038
70300039	ART/Others/SceneObj/SceneObj_Item_DragonFeather02	5001	19	DragonFeather					2	item		Default_Item			GadgetData_Level_Name_70300039
70300040	ART/Stages/Item/Item_Himmel_Modelnew	1001	19							item		Default_Item			GadgetData_Level_Name_70300040
70300041	ART/Effect/SceneInteractive/Eff_Quest_CrystTear02_Dark	1001	19							item		Default_Item			GadgetData_Level_Name_70300041
70300042	ART/Effect/CutScene/Mengde/Eff_CS_CrystTearQuest01	1001	19							item		Default_Item			GadgetData_Level_Name_70300042
70300043	ART/Others/SceneObj/SceneObj_Item_SearchPoint	1001	22	SceneObj_Gather_Default_Gather						item		Default_NoDrop_Item			GadgetData_Level_Name_70300043
70300044	ART/Others/SceneObj/SceneObj_Item_SearchPoint	1001	22	SceneObj_Gather_Default_Gather						item		Default_NoDrop_Item			GadgetData_Level_Name_70300044
70300045	ART/Others/SceneObj/SceneObj_Item_SearchPoint	1001	22	SceneObj_Gather_Default_Gather						item		Default_NoDrop_Item			GadgetData_Level_Name_70300045
70300046	ART/Others/SceneObj/SceneObj_Item_DragonFeather01	5001	19	DragonFeather					1	item		Default_Item			GadgetData_Level_Name_70300046
70300047	ART/Others/SceneObj/SceneObj_Item_TransparentHitSphere_R5	5001	19	TransparentHitSphere					1	item		TransparentHitSphere			GadgetData_Level_Name_70300047
70300048	ART/Others/SceneObj/SceneObj_Test_SitPoint	1001	19												GadgetData_Level_Name_70300048
70300049	ART/Effect/SceneInteractive/Eff_Quest_CrystTear_Dialog	1001	19							item		Default_Item			GadgetData_Level_Name_70300049
70300050	ART/Others/Gadget/Gadget_MiniRobot	1001	22	SceneObj_Gather_Default_Gather						item		Default_NoDrop_Item			GadgetData_Level_Name_70300050
70300051	ART/Effect/CutScene/Mengde/Eff_CS_GoddessAura_Downtown	5001	19						3	item		Default_NoDrop_Item			GadgetData_Level_Name_70300051
70300052	ART/Effect/SceneInteractive/Eff_Quest_SiteInteract	1001	22	SceneObj_Gather_Default_Gather						item		Default_NoDrop_Item			GadgetData_Level_Name_70300052
70300053	ART/Others/SceneObj/SceneObj_Gear_Dungeon_Plane02	5001	19	SceneObj_Gear_Platform_NormalPlatform						item					GadgetData_Level_Name_70300053
70300054	ART/Others/SceneObj/SceneObj_Item_DragonFeather01	5001	19	DragonFeather_HP		1			1	item		DragonFeather_HP			GadgetData_Level_Name_70300054
70300055	ART/Others/SceneObj/SceneObj_Item_GrapeStick	1001	19	SceneObj_Environment_Quest_GrapeStick						item		Default_Item			GadgetData_Level_Name_70300055
70300056	ART/Others/SceneObj/SceneObj_Item_DragonFeather01_Move	5001	32	DragonFeather_Move	1				1			DragonFeather_Move			GadgetData_Level_Name_70300056
70300057		5001	19	Guide_Point_Move	1				3			Guide_Point_Move			GadgetData_Level_Name_70300057
70300058	ART/Effect/SceneInteractive/Eff_WindField_Vertical_Cushion	1001	23	AirflowFieldBlue					3	item		Default_Item			GadgetData_Level_Name_70300058
70300059	ART/Effect/SceneInteractive/Eff_Quest_CrystTear_Dialog	1001	22	SceneObj_Gather_Default_Gather						item		Default_NoDrop_Item			GadgetData_Level_Name_70300059
70300060	ART/Effect/Skill/Monster/Monster_Abyss/Eff_Monster_Abyss_Water_Blink_BS	1001	19							item		Default_Item			GadgetData_Level_Name_70300060
70300061	ART/Effect/Skill/Monster/Monster_Abyss/Eff_Monster_Abyss_Water_Blink	1001	19							item		Default_Item			GadgetData_Level_Name_70300061
70300062	ART/Effect/Skill/Monster/Monster_Abyss/Eff_Monster_Abyss_Water_Blink_AS	1001	19							item		Default_Item			GadgetData_Level_Name_70300062
70300063	ART/Others/SceneObj/SceneObj_Item_GrapeStick	1001	19							item		Default_Item			GadgetData_Level_Name_70300063
70300064	ART/Effect/SceneInteractive/Eff_Quest_CrystTear03_Dark	1001	19	FlyRaceCoin						item		Default_Item			GadgetData_Level_Name_70300064
70300065	ART/Others/Gadget/Gadget_MiniRobot	1001	22	SceneObj_Gather_Task_VisualEffect						item		Default_Item			GadgetData_Level_Name_70300065
70310001	ART/Others/SceneObj/SceneObj_Item_FireBasin01	5001	19	SceneObj_Environment_FireMaterial_FireBasin		1			4	item		Default_Item			GadgetData_Level_Name_70310001
70310002	ART/Others/SceneObj/SceneObj_Item_Torch	5001	19	SceneObj_Environment_FireMaterial_Torch01		1				item		Default_Item			GadgetData_Level_Name_70310002
70310003	ART/Others/SceneObj/SceneObj_Item_FireBasin01	5001	19	SceneObj_Environment_FireMaterial_FireBasin		1			1	item		Default_Item			GadgetData_Level_Name_70310003
70310004	ART/Others/SceneObj/SceneObj_Item_Bornfires02	5001	19	SceneObj_Environment_FireMaterial_Bornfires		1				item		Default_Item			GadgetData_Level_Name_70310004
70310005	ART/Others/SceneObj/SceneObj_Item_FireBasin01	5001	19	GearWater		1				item		Default_Item			GadgetData_Level_Name_70310005
70310006	ART/Others/SceneObj/SceneObj_Item_Cooking01	5001	19	SceneObj_Environment_FireMaterial_CookingPot		1				item	Data/ScriptData/Gadget/CookGadget	Default_Item			GadgetData_Level_Name_70310006
70310007	ART/Others/SceneObj/SceneObj_Gear_AreaGaurdian	5001	19	SceneObj_Environment_Other_AreaGuardian		1				item		Default_Item			GadgetData_Level_Name_70310007
70310008	ART/Others/SceneObj/SceneObj_Item_InvisibleFloor	5001	19							item		Default_Item			GadgetData_Level_Name_70310008
70310009	ART/Others/SceneObj/SceneObj_Item_Cooking02	5001	19	SceneObj_Environment_FireMaterial_CookingPot		1				item	Data/ScriptData/Gadget/CookGadget	Default_Item			GadgetData_Level_Name_70310009
70310010	ART/Others/SceneObj/SceneObj_Item_Cooking03	5001	19	SceneObj_Environment_FireMaterial_CookingPot_NoLight		1				item	Data/ScriptData/Gadget/CookGadget	Default_Item			GadgetData_Level_Name_70310010
70320001	ART/Others/SceneObj/SceneObj_Gear_Spray_Fire_Rotating	5001	25	SceneObj_Gear_Combat_Spray_Fire_Rotating		1				item		Default_Item			GadgetData_Level_Name_70320001
70320002	ART/Others/SceneObj/SceneObj_Gear_Spray_Fire	5001	25	SceneObj_Gear_Combat_Spray_Fire		1				item		Default_Item			GadgetData_Level_Name_70320002
70350001	ART/Others/SceneObj/SceneObj_Gear_DungeonGate01	5001	25	SceneObj_Gear_Gate_DungeonGate01		1				item		Default_Item			GadgetData_Level_Name_70350001
70350002	ART/Others/SceneObj/SceneObj_Gear_DungeonGate02	5001	25	SceneObj_Gear_Gate_DungeonGate02		1			1	item		Default_Item			GadgetData_Level_Name_70350002
70350003	ART/Others/SceneObj/SceneObj_Gear_DungeonGate03	5001	25	SceneObj_Gear_Gate_DungeonGate03		1			1	item		Default_Item			GadgetData_Level_Name_70350003
70350004	ART/Others/SceneObj/SceneObj_Gear_IronFence	5001	25	SceneObj_Gear_Gate_IronFence		1				item		Default_Item			GadgetData_Level_Name_70350004
70350005	ART/Others/SceneObj/SceneObj_Gear_PfDungeon_Door02	5001	25	SceneObj_Gear_Gate_PfDungeon_Door02		1			1	item		Default_Item			GadgetData_Level_Name_70350005
70350006	ART/Others/SceneObj/SceneObj_Gear_IronFence02	5001	25	SceneObj_Gear_Gate_IronFence		1				item		Default_Item			GadgetData_Level_Name_70350006
70350007	ART/Others/SceneObj/Stages_Gear_HiliSleepingGroup02	5001	25	SceneObj_Gear_Gate_HiliSleepingGroup02		1				item		Default_Item			GadgetData_Level_Name_70350007
70360001	ART/Others/SceneObj/SceneObj_WorldArea_Operator	5001	30	SceneObj_Gear_Operator_Invisible_Operator				1	4	item		Default_Item			GadgetData_Level_Name_70360001
70360002	ART/Others/SceneObj/SceneObj_Gear_Operator	5001	30	SceneObj_Gear_Operator_Normal_Operator		1		1		item		Default_Item			GadgetData_Level_Name_70360002
70360003	ART/Others/SceneObj/SceneObj_Item_Clue01	5001	30	SceneObj_Quest_Clue01				1	2	item		Default_Item			GadgetData_Level_Name_70360003
70380001	ART/Others/SceneObj/SceneObj_Gear_Dungeon_Plane01	0	32	SceneObj_Gear_Platform_NormalPlatform	1	1				item					GadgetData_Level_Name_70380001
70380002	ART/Others/SceneObj/SceneObj_Gear_Platform_WindSlime	5001	32	SceneObj_Gear_Platform_MovingTarget	1					item					GadgetData_Level_Name_70380002
